,Symbol,Name,MarketCap,mcap
1343,MAN,ManpowerGroup,$4.2B,4200000000
1344,MFC,Manulife Financial Corp,$27.58B,27580000000
1345,MRO,Marathon Oil Corporation,$4.63B,4630000000
1346,MPC,Marathon Petroleum Corporation,$25.06B,25060000000
1347,MMI,"Marcus & Millichap, Inc.",$1.07B,1070000000
1348,MCS,Marcus Corporation (The),$466.79M,466790000
1349,MPX,Marine Products Corporation,$508.91M,508910000
1350,HZO,"MarineMax, Inc.",$563.93M,563930000
1351,MKL,Markel Corporation,$13.15B,13150000000
1352,VAC,Marriott Vacations Worldwide Corporation,$3.6B,3600000000
1353,MMC,"Marsh & McLennan Companies, Inc.",$57.9B,57900000000
1354,MLM,"Martin Marietta Materials, Inc.",$14.05B,14050000000
1355,MAS,Masco Corporation,$14.22B,14220000000
1356,DOOR,Masonite International Corporation,$2.03B,2030000000
1357,MTZ,"MasTec, Inc.",$3.1B,3100000000
1358,MA,Mastercard Incorporated,$308.75B,308750000000
1359,MTDR,Matador Resources Company,$1.12B,1120000000
1360,MTRN,Materion Corporation,$1.27B,1270000000
1361,MATX,"Matson, Inc.",$1.6B,1600000000
1362,MLP,"Maui Land & Pineapple Company, Inc.",$200.25M,200250000
1363,MAXR,Maxar Technologies Inc.,$1.01B,1010000000
1364,MMS,"Maximus, Inc.",$4.46B,4460000000
1365,MXL,"MaxLinear, Inc",$1.95B,1950000000
1366,MEC,"Mayville Engineering Company, Inc.",$156.44M,156440000
1367,MBI,"MBIA, Inc.",$502.33M,502330000
1368,MKC,"McCormick & Company, Incorporated",$25.79B,25790000000
1369,MCD,McDonald&#39;s Corporation,$143.49B,143490000000
1370,MUX,McEwen Mining Inc.,$519.21M,519210000
1371,MCK,McKesson Corporation,$25.29B,25290000000
1372,MDU,"MDU Resources Group, Inc.",$4.33B,4330000000
1373,MTL,Mechel PAO,$523.54M,523540000
1374,MDLA,"Medallia, Inc.",$4.21B,4210000000
1375,MPW,"Medical Properties Trust, Inc.",$9.67B,9670000000
1376,MED,MEDIFAST INC,$1.95B,1950000000
1377,MCC,Medley Capital Corporation,$38.26M,38260000
1378,MDLY,Medley Management Inc.,$25.17M,25170000
1379,MD,"Mednax, Inc",$1.64B,1640000000
1380,MDT,Medtronic plc,$129.85B,129850000000
1381,MFAC,Megalith Financial Acquisition Corp.,$225.79M,225790000
1382,MRK,"Merck & Company, Inc.",$199.13B,199130000000
1383,MCY,Mercury General Corporation,$2.27B,2270000000
1384,MDP,Meredith Corporation,$639.08M,639080000
1385,MTH,Meritage Corporation,$3.19B,3190000000
1386,MTOR,"Meritor, Inc.",$1.6B,1600000000
1387,MTR,Mesa Royalty Trust,$8.77M,8770000
1388,MSB,Mesabi Trust,$208.87M,208870000
1389,MEI,"Methode Electronics, Inc.",$1.09B,1090000000
1390,MET,"MetLife, Inc.",$34.78B,34780000000
1391,MCB,Metropolitan Bank Holding Corp.,$254.82M,254820000
1392,MTD,"Mettler-Toledo International, Inc.",$20.81B,20810000000
1393,MXE,"Mexico Equity and Income Fund, Inc. (The)",$40.8M,40800000
1394,MXF,"Mexico Fund, Inc. (The)",$151.4M,151400000
1395,MFA,"MFA Financial, Inc.",$1.19B,1190000000
1396,MCR,MFS Charter Income Trust,$371.13M,371130000
1397,MGF,MFS Government Markets Income Trust,$151.92M,151920000
1398,MIN,MFS Intermediate Income Trust,$440.54M,440540000
1399,MMT,MFS Multimarket Income Trust,$350.96M,350960000
1400,MFM,MFS Municipal Income Trust,$267.31M,267310000
1401,MFV,MFS Special Value Trust,$38.58M,38580000
1402,MTG,MGIC Investment Corporation,$2.6B,2600000000
1403,MGP,MGM Growth Properties LLC,$8.97B,8970000000
1404,MGM,MGM Resorts International,$8.23B,8230000000
1405,MFGP,Micro Focus Intl PLC,$1.33B,1330000000
1406,MAA,"Mid-America Apartment Communities, Inc.",$12.51B,12510000000
1407,AMPY,"MIDSTATES PETROLEUM COMPANY, INC.",$52.22M,52220000
1408,MLR,"Miller Industries, Inc.",$336.35M,336350000
1409,HIE,Miller/Howard High Income Equity Fund,$118.87M,118870000
1410,MTX,Minerals Technologies Inc.,$1.65B,1650000000
1411,MG,Mistras Group Inc,$103.79M,103790000
1412,MUFG,Mitsubishi UFJ Financial Group Inc,$50.08B,50080000000
1413,MIXT,MiX Telematics Limited,$204.76M,204760000
1414,MFG,"Mizuho Financial Group, Inc.",$32.59B,32590000000
1415,MBT,Mobile TeleSystems OJSC,$8.03B,8030000000
1416,MODN,"Model N, Inc.",$1.24B,1240000000
1417,MOD,Modine Manufacturing Company,$260.22M,260220000
1418,MC,Moelis & Company,$1.77B,1770000000
1419,MOGU,MOGU Inc.,$346.62M,346620000
1420,MHK,"Mohawk Industries, Inc.",$5.65B,5650000000
1421,MOH,Molina Healthcare Inc,$10.74B,10740000000
1422,TAP,Molson Coors Beverage Company,$7.76B,7760000000
1423,MNR,Monmouth Real Estate Investment Corporation,$1.37B,1370000000
1424,MR,Montage Resources Corporation,$130.01M,130010000
1425,MCO,Moody&#39;s Corporation,$54.54B,54540000000
1426,MS,Morgan Stanley,$82.53B,82530000000
1427,CAF,Morgan Stanley China A Share Fund Inc.,$467.83M,467830000
1428,MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",$173.9M,173900000
1429,EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",$382.01M,382010000
1430,IIF,"Morgan Stanley India Investment Fund, Inc.",$229.76M,229760000
1431,MOS,Mosaic Company (The),$5.03B,5030000000
1432,MSI,"Motorola Solutions, Inc.",$23.47B,23470000000
1433,MOV,Movado Group Inc.,$253.96M,253960000
1434,MPLX,MPLX LP,$20.21B,20210000000
1435,MRC,MRC Global Inc.,$498.53M,498530000
1436,MSA,MSA Safety Incorporporated,$4.45B,4450000000
1437,MSM,"MSC Industrial Direct Company, Inc.",$3.71B,3710000000
1438,MSCI,MSCI Inc,$32.52B,32520000000
1439,MSGN,MSG Networks Inc.,$577.88M,577880000
1440,MLI,"Mueller Industries, Inc.",$1.61B,1610000000
1441,MWA,Mueller Water Products Inc,$1.58B,1580000000
1442,MVF,"MuniVest Fund, Inc.",$560.83M,560830000
1443,MZA,"MuniYield Arizona Fund, Inc.",$67M,67000000
1444,MUR,Murphy Oil Corporation,$2.24B,2240000000
1445,MUSA,Murphy USA Inc.,$3.93B,3930000000
1446,MVO,MV Oil Trust,$38.41M,38410000
1447,MVC,"MVC Capital, Inc.",$116.1M,116100000
1448,MYE,"Myers Industries, Inc.",$524M,524000000
1449,MYOV,Myovant Sciences Ltd.,$1.54B,1540000000
1450,NBR,Nabors Industries Ltd.,$285.42M,285420000
1451,NC,"NACCO Industries, Inc.",$174.9M,174900000
1452,NTP,Nam Tai Property Inc.,$299.41M,299410000
1453,NBHC,National Bank Holdings Corporation,$827.63M,827630000
1454,NFG,National Fuel Gas Company,$3.74B,3740000000
1455,NGG,"National Grid Transco, PLC",$40.2B,40200000000
1456,NHI,"National Health Investors, Inc.",$2.61B,2610000000
1457,NOV,"National Oilwell Varco, Inc.",$4.76B,4760000000
1458,NPK,"National Presto Industries, Inc.",$625.83M,625830000
1459,NNN,National Retail Properties,$5.9B,5900000000
1460,SID,National Steel Company,$3.02B,3020000000
1461,NSA,National Storage Affiliates Trust,$2.03B,2030000000
1462,NTCO,Natura &Co Holding S.A.,$10.3B,10300000000
1463,NGS,"Natural Gas Services Group, Inc.",$84.94M,84940000
1464,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",$365.35M,365350000
1465,NRP,Natural Resource Partners LP,$122.61M,122610000
1466,NTZ,"Natuzzi, S.p.A.",$12.7M,12700000
1467,NLS,"Nautilus Group, Inc. (The)",$329.18M,329180000
1468,NVGS,Navigator Holdings Ltd.,$413.16M,413160000
1469,NNA,Navios Maritime Acquisition Corporation,$70.92M,70920000
1470,NM,Navios Maritime Holdings Inc.,$26.93M,26930000
1471,NMM,Navios Maritime Partners LP,$98.01M,98010000
1472,NAV,Navistar International Corporation,$3.06B,3060000000
1473,NCR,NCR Corporation,$2.26B,2260000000
1474,NP,"Neenah, Inc.",$832.52M,832520000
1475,NNI,"Nelnet, Inc.",$2.29B,2290000000
1476,NPTN,NeoPhotonics Corporation,$425.15M,425150000
1477,NSCO,"Nesco Holdings, Inc.",$188.29M,188290000
1478,NVRO,Nevro Corp.,$4.52B,4520000000
1479,HYB,"New America High Income Fund, Inc. (The)",$184.38M,184380000
1480,NFH,New Frontier Health Corporation,$1.22B,1220000000
1481,GF,"New Germany Fund, Inc. (The)",$258.16M,258160000
1482,NWHM,New Home Company Inc. (The),$76.9M,76900000
1483,IRL,"New Ireland Fund, Inc. (The)",$40.92M,40920000
1484,NMFC,New Mountain Finance Corporation,$902.43M,902430000
1485,EDU,"New Oriental Education & Technology Group, Inc.",$23.27B,23270000000
1486,NEWR,"New Relic, Inc.",$3.9B,3900000000
1487,NRZ,New Residential Investment Corp.,$3.28B,3280000000
1488,SNR,New Senior Investment Group Inc.,$264.39M,264390000
1489,NYCB,"New York Community Bancorp, Inc.",$4.73B,4730000000
1490,NYT,New York Times Company (The),$7.61B,7610000000
1491,NJR,NewJersey Resources Corporation,$3.01B,3010000000
1492,NEU,NewMarket Corporation,$4.54B,4540000000
1493,NEM,Newmont Corporation,$51.6B,51600000000
1494,NR,"Newpark Resources, Inc.",$190.59M,190590000
1495,NEXA,Nexa Resources S.A.,$863.5M,863500000
1496,NREF,"NexPoint Real Estate Finance, Inc.",$79.25M,79250000
1497,NXRT,"NexPoint Residential Trust, Inc.",$850.24M,850240000
1498,NHF,NexPoint Strategic Opportunities Fund,$463.82M,463820000
1499,NEP,"NextEra Energy Partners, LP",$3.79B,3790000000
1500,NEE,"NextEra Energy, Inc.",$135.25B,135250000000
1501,NEX,NexTier Oilfield Solutions Inc.,$592.2M,592200000
1502,NGL,NGL ENERGY PARTNERS LP,$630.98M,630980000
1503,NLSN,Nielsen N.V.,$5.37B,5370000000
1504,NKE,"Nike, Inc.",$152.95B,152950000000
1505,NINE,"Nine Energy Service, Inc.",$64.79M,64790000
1506,NIO,NIO Inc.,$15.26B,15260000000
1507,NI,"NiSource, Inc",$9.11B,9110000000
1508,NL,"NL Industries, Inc.",$158.94M,158940000
1509,NOAH,Noah Holdings Ltd.,$2.01B,2010000000
1510,NE,Noble Corporation,$67M,67000000
1511,NOK,Nokia Corporation,$24.89B,24890000000
1512,NOMD,Nomad Foods Limited,$4.29B,4290000000
1513,NMR,Nomura Holdings Inc ADR,$13.92B,13920000000
1514,OSB,Norbord Inc.,$2.4B,2400000000
1515,NAT,Nordic American Tankers Limited,$612.48M,612480000
1516,JWN,"Nordstrom, Inc.",$2.46B,2460000000
1517,NSC,Norfolk Southern Corporation,$47.95B,47950000000
1518,NOA,North American Construction Group Ltd.,$171.28M,171280000
1519,NRT,North European Oil Royality Trust,$29.32M,29320000
1520,NOC,Northrop Grumman Corporation,$51.38B,51380000000
1521,NWN,Northwest Natural Holding Company,$1.63B,1630000000
1522,NWE,NorthWestern Corporation,$2.73B,2730000000
1523,NCLH,Norwegian Cruise Line Holdings Ltd.,$3.84B,3840000000
1524,NVS,Novartis AG,$196.87B,196870000000
1525,NVO,Novo Nordisk A/S,$159.33B,159330000000
1526,DNOW,NOW Inc.,$954.26M,954260000
1527,NRG,"NRG Energy, Inc.",$8.18B,8180000000
1528,NUS,"Nu Skin Enterprises, Inc.",$2.34B,2340000000
1529,NUE,Nucor Corporation,$12.61B,12610000000
1530,NS,Nustar Energy L.P.,$1.59B,1590000000
1531,NTR,Nutrien Ltd.,$18.75B,18750000000
1532,NVG,Nuveen AMT-Free Municipal Credit Income Fund,$3.36B,3360000000
1533,NUV,Nuveen AMT-Free Municipal Value Fund,$2.18B,2180000000
1534,NUW,Nuveen AMT-Free Municipal Value Fund,$246.09M,246090000
1535,NEA,Nuveen AMT-Free Quality Municipal Income Fund,$3.99B,3990000000
1536,NAZ,Nuveen Arizona Quality Municipal Income Fund,$156.9M,156900000
1537,NKX,Nuveen California AMT-Free Quality Municipal Income Fund,$722.78M,722780000
1538,NCB,Nuveen California Municipal Value Fund 2,$48.82M,48820000
1539,NCA,"Nuveen California Municipal Value Fund, Inc.",$301.14M,301140000
1540,NAC,Nuveen California Quality Municipal Income Fund,$2.12B,2120000000
1541,JCE,Nuveen Core Equity Alpha Fund,$202.29M,202290000
1542,JCO,Nuveen Credit Opportunities 2022 Target Term Fund,$224.79M,224790000
1543,JQC,Nuveen Credit Strategies Income Fund,$785.18M,785180000
1544,JDD,Nuveen Diversified Dividend and Income Fund,$153.94M,153940000
1545,DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,$499.32M,499320000
1546,JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund,$103.82M,103820000
1547,NEV,Nuveen Enhanced Municipal Value Fund,$374.25M,374250000
1548,JFR,Nuveen Floating Rate Income Fund,$453.64M,453640000
1549,JRO,Nuveen Floating Rate Income Opportuntiy Fund,$317.84M,317840000
1550,NKG,Nuveen Georgia Quality Municipal Income Fund ,$129.79M,129790000
1551,JGH,Nuveen Global High Income Fund,$308.03M,308030000
1552,JHY,Nuveen High Income 2020 Target Term Fund,$148.25M,148250000
1553,JHAA,Nuveen High Income 2023 Target Term Fund,$72.33M,72330000
1554,JHB,Nuveen High Income November 2021 Target Term Fund,$505.83M,505830000
1555,NXC,Nuveen Insured California Select Tax-Free Income Portfolio,$102.71M,102710000
1556,NXN,Nuveen Insured New York Select Tax-Free Income Portfolio,$51.89M,51890000
1557,NID,Nuveen Intermediate Duration Municipal Term Fund,$621.55M,621550000
1558,NMY,Nuveen Maryland Quality Municipal Income Fund,$302.61M,302610000
1559,NMT,Nuveen Massachusetts Municipal Income Fund,$133.69M,133690000
1560,NUM,Nuveen Michigan Quality Municipal Income Fund,$280.95M,280950000
1561,NMS,Nuveen Minnesota Quality Municipal Income Fund,$83.3M,83300000
1562,NOM,Nuveen Missouri Quality Municipal Income Fund,$31.66M,31660000
1563,JLS,Nuveen Mortgage and Income Fund,$103.71M,103710000
1564,JMM,Nuveen Multi-Market Income Fund,$63.97M,63970000
1565,NHA,Nuveen Municipal 2021 Target Term Fund,$85.28M,85280000
1566,NZF,Nuveen Municipal Credit Income Fund,$2.16B,2160000000
1567,NMZ,Nuveen Municipal High Income Opportunity Fund,$1.1B,1100000000
1568,NMI,"Nuveen Municipal Income Fund, Inc.",$105.27M,105270000
1569,NJV,Nuveen New Jersey Municipal Value Fund,$19.79M,19790000
1570,NXJ,Nuveen New Jersey Quality Municipal Income Fund,$563.68M,563680000
1571,NRK,Nuveen New York AMT-Free Quality Municipal,$1.14B,1140000000
1572,NYV,Nuveen New York Municipal Value Fund 2,$32.47M,32470000
1573,NNY,"Nuveen New York Municipal Value Fund, Inc.",$151.88M,151880000
1574,NAN,Nuveen New York Quality Municipal Income Fund,$422.05M,422050000
1575,NUO,Nuveen Ohio Quality Municipal Income Fund,$277.14M,277140000
1576,NPN,Nuveen Pennsylvania Municipal Value Fund,$17.62M,17620000
1577,NQP,Nuveen Pennsylvania Quality Municipal Income Fund,$524.11M,524110000
1578,JPC,Nuveen Preferred & Income Opportunities Fund,$856.63M,856630000
1579,JPS,Nuveen Preferred & Income Securities Fund,$1.77B,1770000000
1580,JPT,Nuveen Preferred and Income 2022 Term Fund,$151.89M,151890000
1581,JPI,Nuveen Preferred and Income Term Fund,$489.74M,489740000
1582,NAD,Nuveen Quality Municipal Income Fund,$3.06B,3060000000
1583,JRI,Nuveen Real Asset Income and Growth Fund,$326.61M,326610000
1584,JRS,Nuveen Real Estate Fund,$212.65M,212650000
1585,BXMX,Nuveen S&P 500 Buy-Write Income Fund,$1.17B,1170000000
1586,SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,$226.76M,226760000
1587,NIM,Nuveen Select Maturities Municipal Fund,$129.31M,129310000
1588,NXP,Nuveen Select Tax Free Income Portfolio,$269.72M,269720000
1589,NXQ,Nuveen Select Tax Free Income Portfolio II,$271.2M,271200000
1590,NXR,Nuveen Select Tax Free Income Portfolio III,$215.64M,215640000
1591,NSL,Nuveen Senior Income Fund,$180.7M,180700000
1592,JSD,Nuveen Short Duration Credit Opportunities Fund,$117.41M,117410000
1593,NBB,Nuveen Taxable Municipal Income Fund,$607.43M,607430000
1594,JTD,Nuveen Tax-Advantaged Dividend Growth Fund,$190.32M,190320000
1595,JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,$114.13M,114130000
1596,NPV,Nuveen Virginia Quality Municipal Income Fund,$272.64M,272640000
1597,NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund,$186.9M,186900000
1598,NVT,nVent Electric plc,$3.27B,3270000000
1599,NVR,"NVR, Inc.",$12.42B,12420000000
1600,OAC,Oaktree Acquisition Corp.,$266.4M,266400000
1601,OXY,Occidental Petroleum Corporation,$16.19B,16190000000
1602,OII,"Oceaneering International, Inc.",$616.45M,616450000
1603,OCN,Ocwen Financial Corporation,$137.46M,137460000
1604,OFG,OFG Bancorp,$703.37M,703370000
1605,OGE,OGE Energy Corp,$6.47B,6470000000
1606,OI,"O-I Glass, Inc.",$1.64B,1640000000
1607,OIS,"Oil States International, Inc.",$318.72M,318720000
1608,ODC,Oil-Dri Corporation Of America,$265.74M,265740000
1609,ORI,Old Republic International Corporation,$5.13B,5130000000
1610,OLN,Olin Corporation,$1.9B,1900000000
1611,OHI,"Omega Healthcare Investors, Inc.",$6.85B,6850000000
1612,OMC,Omnicom Group Inc.,$11.68B,11680000000
1613,ONDK,"On Deck Capital, Inc.",$46.4M,46400000
1614,OGS,"ONE Gas, Inc.",$4.01B,4010000000
1615,OLP,"One Liberty Properties, Inc.",$349.84M,349840000
1616,OCFT,"OneConnect Financial Technology Co., Ltd.",$9.34B,9340000000
1617,OMF,"OneMain Holdings, Inc.",$3.41B,3410000000
1618,OKE,"ONEOK, Inc.",$13.31B,13310000000
1619,ONE,OneSmart International Education Group Limited,$753.12M,753120000
1620,ONTO,Onto Innovation Inc.,$1.73B,1730000000
1621,OOMA,"Ooma, Inc.",$353.38M,353380000
1622,OPY,"Oppenheimer Holdings, Inc.",$279.94M,279940000
1623,ORCL,Oracle Corporation,$171.57B,171570000000
1624,ORAN,Orange,$33.15B,33150000000
1625,ORC,"Orchid Island Capital, Inc.",$337.73M,337730000
1626,OEC,Orion Engineered Carbons S.A,$653.26M,653260000
1627,ORN,"Orion Group Holdings, Inc.",$83.67M,83670000
1628,IX,Orix Corp Ads,$14.35B,14350000000
1629,ORA,"Ormat Technologies, Inc.",$3.2B,3200000000
1630,OSK,Oshkosh Corporation,$5.3B,5300000000
1631,OR,Osisko Gold Royalties Ltd.,$1.88B,1880000000
1632,SFTW,Osprey Technology Acquisition Corp.,$405.59M,405590000
1633,OTIS,Otis Worldwide Corporation,$25.31B,25310000000
1634,OUT,OUTFRONT Media Inc.,$2.15B,2150000000
1635,OSG,"Overseas Shipholding Group, Inc.",$177.98M,177980000
1636,OVV,Ovintiv Inc.,$2.81B,2810000000
1637,OMI,"Owens & Minor, Inc.",$907.31M,907310000
1638,OC,Owens Corning Inc,$6.45B,6450000000
1639,ORCC,Owl Rock Capital Corporation,$4.66B,4660000000
1640,OXM,"Oxford Industries, Inc.",$731.24M,731240000
1641,ROYT,Pacific Coast Oil Trust,$13M,13000000
1642,PACD,Pacific Drilling S.A.,$39.1M,39100000
1643,PCG,Pacific Gas & Electric Co.,$18.42B,18420000000
1644,PKG,Packaging Corporation of America,$9.88B,9880000000
1645,PD,"PagerDuty, Inc.",$2.17B,2170000000
1646,PAGS,PagSeguro Digital Ltd.,$12.42B,12420000000
1647,PANW,"Palo Alto Networks, Inc.",$24.05B,24050000000
1648,PAM,Pampa Energia S.A.,$728.66M,728660000
1649,PHX,Panhandle Royalty Company,$40.98M,40980000
1650,PARR,"Par Pacific Holdings, Inc.",$484.23M,484230000
1651,PAR,PAR Technology Corporation,$549.32M,549320000
1652,PGRE,"Paramount Group, Inc.",$1.57B,1570000000
1653,PKE,Park Aerospace Corp.,$235.2M,235200000
1654,PK,Park Hotels & Resorts Inc.,$2.21B,2210000000
1655,PH,Parker-Hannifin Corporation,$23.49B,23490000000
1656,PE,"Parsley Energy, Inc.",$4.77B,4770000000
1657,PSN,Parsons Corporation,$3.46B,3460000000
1658,PRTY,Party City Holdco Inc.,$130.4M,130400000
1659,PAYC,"Paycom Software, Inc.",$17.21B,17210000000
1660,PBF,PBF Energy Inc.,$1.06B,1060000000
1661,PBFX,PBF Logistics LP,$594.8M,594800000
1662,BTU,Peabody Energy Corporation,$294.08M,294080000
1663,PSO,"Pearson, Plc",$5.45B,5450000000
1664,PEB,Pebblebrook Hotel Trust,$1.39B,1390000000
1665,PBA,Pembina Pipeline Corp.,$13.85B,13850000000
1666,PEI,Pennsylvania Real Estate Investment Trust,$94.65M,94650000
1667,PFSI,"PennyMac Financial Services, Inc.",$3.48B,3480000000
1668,PMT,PennyMac Mortgage Investment Trust,$1.85B,1850000000
1669,PAG,"Penske Automotive Group, Inc.",$3.71B,3710000000
1670,PNR,Pentair plc.,$6.97B,6970000000
1671,PEN,"Penumbra, Inc.",$7.22B,7220000000
1672,PFGC,Performance Food Group Company,$3.66B,3660000000
1673,PKI,"PerkinElmer, Inc.",$12.43B,12430000000
1674,PBT,Permian Basin Royalty Trust,$161.27M,161270000
1675,PVL,Permianville Royalty Trust,$35.97M,35970000
1676,PRT,PermRock Royalty Trust,$28.83M,28830000
1677,PRGO,Perrigo Company,$7.78B,7780000000
1678,PRSP,Perspecta Inc.,$3.56B,3560000000
1679,PTR,PetroChina Company Limited,$64.2B,64200000000
1680,PBR,Petroleo Brasileiro S.A.- Petrobras,$59.87B,59870000000
1681,PFE,"Pfizer, Inc.",$203.81B,203810000000
1682,GHY,"PGIM Global High Yield Fund, Inc.",$532.01M,532010000
1683,ISD,"PGIM High Yield Bond Fund, Inc.",$449.3M,449300000
1684,PGTI,"PGT Innovations, Inc.",$965.2M,965200000
1685,PM,Philip Morris International Inc,$118.22B,118220000000
1686,PSX,Phillips 66,$29B,29000000000
1687,PSXP,Phillips 66 Partners LP,$7.14B,7140000000
1688,FENG,Phoenix New Media Limited,$112.83M,112830000
1689,DNK,Phoenix Tree Holdings Limited,$1.68B,1680000000
1690,PHR,"Phreesia, Inc.",$1.08B,1080000000
1691,DOC,Physicians Realty Trust,$3.44B,3440000000
1692,PDM,"Piedmont Office Realty Trust, Inc.",$1.97B,1970000000
1693,PCQ,PIMCO California Municipal Income Fund,$312.58M,312580000
1694,PCK,Pimco California Municipal Income Fund II,$288.42M,288420000
1695,PZC,PIMCO California Municipal Income Fund III,$231.66M,231660000
1696,PCM,"PIMCO Commercial Mortgage Securities Trust, Inc.",$112.68M,112680000
1697,PTY,Pimco Corporate & Income Opportunity Fund,$1.51B,1510000000
1698,PCN,Pimco Corporate & Income Stategy Fund,$618.77M,618770000
1699,PCI,PIMCO Dynamic Credit and Mortgage Income Fund,$2.68B,2680000000
1700,PDI,PIMCO Dynamic Income Fund,$1.46B,1460000000
1701,NRGX,PIMCO Energy and Tactical Credit Opportunities Fund,$321.89M,321890000
1702,PGP,Pimco Global Stocksplus & Income Fund,$89.82M,89820000
1703,PHK,Pimco High Income Fund,$681.7M,681700000
1704,PKO,Pimco Income Opportunity Fund,$437.82M,437820000
1705,PFL,PIMCO Income Strategy Fund,$304.73M,304730000
1706,PFN,PIMCO Income Strategy Fund II,$625.82M,625820000
1707,PMF,PIMCO Municipal Income Fund,$347.32M,347320000
1708,PML,Pimco Municipal Income Fund II,$838.59M,838590000
1709,PMX,PIMCO Municipal Income Fund III,$374.79M,374790000
1710,PNF,PIMCO New York Municipal Income Fund,$90.44M,90440000
1711,PNI,Pimco New York Municipal Income Fund II,$118.94M,118940000
1712,PYN,PIMCO New York Municipal Income Fund III,$50.7M,50700000
1713,RCS,"PIMCO Strategic Income Fund, Inc.",$281.43M,281430000
1714,PING,Ping Identity Holding Corp.,$2.68B,2680000000
1715,PNW,Pinnacle West Capital Corporation,$9.1B,9100000000
1716,PINS,"Pinterest, Inc.",$15.08B,15080000000
1717,PHD,Pioneer Floating Rate Trust,$236.74M,236740000
1718,PHT,Pioneer High Income Trust,$224.21M,224210000
1719,MAV,Pioneer Municipal High Income Advantage Trust,$260.26M,260260000
1720,MHI,Pioneer Municipal High Income Trust,$265.97M,265970000
1721,PXD,Pioneer Natural Resources Company,$16.87B,16870000000
1722,PIPR,Piper Sandler Companies,$918.47M,918470000
1723,PBI,Pitney Bowes Inc.,$505.8M,505800000
1724,PIC,Pivotal Investment Corporation II,$295.55M,295550000
1725,PJT,PJT Partners Inc.,$2.06B,2060000000
1726,PAA,"Plains All American Pipeline, L.P.",$6.04B,6040000000
1727,PAGP,"Plains Group Holdings, L.P.",$1.59B,1590000000
1728,PLNT,"Planet Fitness, Inc.",$5.03B,5030000000
1729,PLT,"Plantronics, Inc.",$764.85M,764850000
1730,AGS,"PlayAGS, Inc.",$125.68M,125680000
1731,PHI,PLDT Inc.,$5.86B,5860000000
1732,PLYM,"Plymouth Industrial REIT, Inc.",$182.94M,182940000
1733,PNC,"PNC Financial Services Group, Inc. (The)",$45.77B,45770000000
1734,PNM,"PNM Resources, Inc. (Holding Co.)",$3.27B,3270000000
1735,PII,Polaris Inc.,$5.97B,5970000000
1736,POR,Portland General Electric Company,$3.89B,3890000000
1737,PKX,POSCO,$12.59B,12590000000
1738,POST,"Post Holdings, Inc.",$6.05B,6050000000
1739,PSTL,"Postal Realty Trust, Inc.",$77.35M,77350000
1740,PPG,"PPG Industries, Inc.",$25.99B,25990000000
1741,PPL,PPL Corporation,$19.5B,19500000000
1742,PQG,PQ Group Holdings Inc.,$1.86B,1860000000
1743,PDS,Precision Drilling Corporation,$176.65M,176650000
1744,APTS,"Preferred Apartment Communities, Inc.",$345.47M,345470000
1745,PBH,Prestige Consumer Healthcare Inc.,$1.96B,1960000000
1746,PVG,"Pretium Resources, Inc.",$1.77B,1770000000
1747,PRI,"Primerica, Inc.",$4.8B,4800000000
1748,PRMW,Primo Water Corporation,$2.24B,2240000000
1749,PGZ,Principal Real Estate Income Fund,$80.38M,80380000
1750,PRA,ProAssurance Corporation,$858.28M,858280000
1751,PG,Procter & Gamble Company (The),$309.63B,309630000000
1752,PGR,Progressive Corporation (The),$52B,52000000000
1753,PLD,"Prologis, Inc.",$72.33B,72330000000
1754,PUMP,ProPetro Holding Corp.,$600.29M,600290000
1755,PRO,"PROS Holdings, Inc.",$1.8B,1800000000
1756,PROS,"ProSight Global, Inc.",$411.32M,411320000
1757,PBY,Prospect Capital Corporation,$1.2B,1200000000
1758,PB,"Prosperity Bancshares, Inc.",$5.24B,5240000000
1759,PRLB,"Proto Labs, Inc.",$3.35B,3350000000
1760,PFS,"Provident Financial Services, Inc",$940.52M,940520000
1761,PRS,"Prudential Financial, Inc.",$939.76M,939760000
1762,PRU,"Prudential Financial, Inc.",$25.6B,25600000000
1763,PUK,Prudential Public Limited Company,$40.67B,40670000000
1764,PSB,"PS Business Parks, Inc.",$3.55B,3550000000
1765,TLK,"PT Telekomunikasi Indonesia, Tbk",$20.58B,20580000000
1766,PEG,Public Service Enterprise Group Incorporated,$26.43B,26430000000
1767,PSA,Public Storage,$32.66B,32660000000
1768,PHM,"PulteGroup, Inc.",$10.11B,10110000000
1769,PSTG,"Pure Storage, Inc. ",$4.71B,4710000000
1770,PMM,Putnam Managed Municipal Income Trust,$379.8M,379800000
1771,PIM,Putnam Master Intermediate Income Trust,$211.42M,211420000
1772,PMO,Putnam Municipal Opportunities Trust,$460.14M,460140000
1773,PPT,Putnam Premier Income Trust,$477.97M,477970000
1774,NEW,Puxin Limited,$949.51M,949510000
1775,PVH,PVH Corp.,$3.48B,3480000000
